"bush_02022005" "bush_02032001" "bush_03022003" "bush_20012004" "bush_23012007" "bush_24092001" "bush_28012003" "bush_28012008" "bush_31012008" "obama_08092011" "obama_09092009" "obama_12012016" "obama_12022013" "obama_20012015" "obama_24012012" "obama_24022009" "obama_25012011" "obama_27012010" "obama_28012014"
"created" 0.0778664590227759 0.0227531285551763 0.0369549150036955 0 0.0178380306814128 0 0.0366300366300366 0 0.0186393289841566 0 0 0.0302938503483793 0.0265146493437624 0.0139392249790912 0.0387096774193548 0.0457177689728741 0.0523354703650399 0.0373878364905284 0.0131734949282045
"doesn^t" 0 0.0227531285551763 0 0 0 0 0 0 0 0 0.0169061707523246 0.121175401393517 0.0132573246718812 0.111513799832729 0.0516129032258065 0.0304785126485827 0.0392516027737799 0 0.0263469898564089
"enforcement" 0 0 0.0184774575018477 0.133003990119704 0.0178380306814128 0.0649561545956479 0.0183150183150183 0.0343819838404676 0.0372786579683131 0 0 0.0302938503483793 0.0795439480312873 0.0278784499581823 0.0129032258064516 0 0.01308386759126 0 0.0263469898564089
"faith" 0.019466614755694 0 0.0554323725055432 0.0570017100513015 0.0178380306814128 0.0974342318934719 0.0549450549450549 0.0171909919202338 0.0186393289841566 0.0226090888537192 0 0.0151469251741896 0.0397719740156436 0.0139392249790912 0 0 0.0392516027737799 0.0249252243270189 0.0395204847846134
"happen" 0 0 0 0 0.0535140920442383 0 0 0.0171909919202338 0 0.0452181777074384 0.0507185122569738 0.0908815510451378 0.0265146493437624 0.0278784499581823 0.0516129032258065 0.0152392563242914 0.01308386759126 0.0249252243270189 0.0395204847846134
"ideas" 0.019466614755694 0 0 0 0.0178380306814128 0 0 0 0 0.0452181777074384 0.135249366018597 0 0.0265146493437624 0.0696961248954558 0.0516129032258065 0.0304785126485827 0.0392516027737799 0 0.0263469898564089
"laws" 0.019466614755694 0.0227531285551763 0.0184774575018477 0.038001140034201 0.0535140920442383 0 0.0183150183150183 0.0171909919202338 0.0186393289841566 0.0226090888537192 0.0338123415046492 0.0151469251741896 0.0397719740156436 0.0418176749372735 0.0129032258064516 0 0.0392516027737799 0.0498504486540379 0.0131734949282045
"legislation" 0.038933229511388 0 0.0184774575018477 0.038001140034201 0 0 0.0183150183150183 0.085954959601169 0.0186393289841566 0.0226090888537192 0 0.0151469251741896 0.0132573246718812 0.0139392249790912 0.0258064516129032 0.0457177689728741 0.02616773518252 0.0623130608175474 0.0263469898564089
"lower" 0.038933229511388 0.0910125142207053 0.0184774575018477 0.038001140034201 0.0178380306814128 0 0.0183150183150183 0 0 0.0452181777074384 0.0169061707523246 0 0.0397719740156436 0.0557568999163646 0.0516129032258065 0.0304785126485827 0.01308386759126 0 0.0263469898564089
"markets" 0.019466614755694 0.0227531285551763 0 0.038001140034201 0 0 0 0.0687639676809352 0.0372786579683131 0 0.0338123415046492 0.0151469251741896 0.0265146493437624 0 0.0387096774193548 0.0457177689728741 0.01308386759126 0.0747756729810568 0.0263469898564089
"rates" 0.019466614755694 0.068259385665529 0 0.0570017100513015 0 0 0 0 0.0186393289841566 0.0678272665611576 0.0338123415046492 0.0151469251741896 0.0662866233594061 0 0.0516129032258065 0.0457177689728741 0.01308386759126 0.0124626121635095 0.0263469898564089
"skills" 0 0.068259385665529 0 0.0950028500855026 0.0356760613628255 0 0 0.0171909919202338 0.0186393289841566 0.0452181777074384 0 0 0.0530292986875249 0.0139392249790912 0.0645161290322581 0 0.01308386759126 0.0124626121635095 0.0526939797128178
"tell" 0.038933229511388 0.0455062571103527 0.0554323725055432 0.0190005700171005 0 0 0.0549450549450549 0 0 0.0678272665611576 0.0169061707523246 0.0302938503483793 0 0.0139392249790912 0 0.0609570252971655 0.0392516027737799 0.0249252243270189 0.0395204847846134
"took" 0 0 0 0.0190005700171005 0.0356760613628255 0 0 0 0 0 0 0.0151469251741896 0 0.0418176749372735 0.0516129032258065 0.0304785126485827 0.01308386759126 0.162013958125623 0.0395204847846134
"violence" 0.038933229511388 0.0227531285551763 0.0184774575018477 0.0190005700171005 0.0356760613628255 0.0649561545956479 0.0183150183150183 0.0687639676809352 0 0 0 0.0454407755225689 0.10605859737505 0 0.0129032258064516 0 0.02616773518252 0 0.0263469898564089
"worked" 0 0 0.0184774575018477 0.0190005700171005 0.0178380306814128 0 0.0183150183150183 0 0 0 0.0676246830092984 0.0302938503483793 0.0530292986875249 0.0696961248954558 0.0516129032258065 0.0152392563242914 0.0392516027737799 0 0.0395204847846134
"climate" 0 0 0 0 0.0178380306814128 0 0 0.0171909919202338 0 0 0 0.0757346258709482 0.0530292986875249 0.0696961248954558 0.0258064516129032 0.0304785126485827 0 0.0623130608175474 0.0526939797128178
"him" 0.019466614755694 0 0.0369549150036955 0 0.0356760613628255 0 0.0366300366300366 0 0 0 0.0338123415046492 0.121175401393517 0 0.0139392249790912 0.0258064516129032 0.0457177689728741 0.01308386759126 0 0.0658674746410223
"hire" 0 0 0 0 0.0178380306814128 0 0 0 0 0.203481799683473 0 0.0151469251741896 0.0530292986875249 0.0278784499581823 0.0516129032258065 0.0152392563242914 0.01308386759126 0.0373878364905284 0.0395204847846134
"information" 0.019466614755694 0 0.0554323725055432 0.038001140034201 0.0178380306814128 0.032478077297824 0.0549450549450549 0.0343819838404676 0.0186393289841566 0 0 0 0.0132573246718812 0.0418176749372735 0.0129032258064516 0.0152392563242914 0.0654193379562999 0.0373878364905284 0.0131734949282045
"korea" 0.019466614755694 0 0.0369549150036955 0.038001140034201 0.0178380306814128 0 0.0366300366300366 0.0171909919202338 0.0186393289841566 0.0904363554148768 0 0 0.0265146493437624 0 0.0129032258064516 0.0152392563242914 0.0915870731388198 0.0498504486540379 0
"reach" 0.058399844267082 0.0227531285551763 0 0 0.0535140920442383 0.032478077297824 0 0.0343819838404676 0.0372786579683131 0 0 0.0302938503483793 0.0397719740156436 0.0278784499581823 0.0258064516129032 0.0152392563242914 0.0523354703650399 0 0.0395204847846134
"secretary" 0.038933229511388 0.068259385665529 0.0369549150036955 0.0190005700171005 0.0356760613628255 0 0.0183150183150183 0.0515729757607014 0.0186393289841566 0.0226090888537192 0.0507185122569738 0.0151469251741896 0 0 0.0645161290322581 0.0152392563242914 0.02616773518252 0.0124626121635095 0
"session" 0.019466614755694 0.0227531285551763 0.0369549150036955 0.0190005700171005 0.0356760613628255 0.032478077297824 0.0183150183150183 0.0343819838404676 0.0186393289841566 0.0678272665611576 0.0676246830092984 0.0151469251741896 0.0132573246718812 0.0139392249790912 0.0129032258064516 0.0457177689728741 0.01308386759126 0.0124626121635095 0.0131734949282045
"speak" 0 0.0455062571103527 0.0184774575018477 0 0.0178380306814128 0.0649561545956479 0.0183150183150183 0.0171909919202338 0.0372786579683131 0 0.0338123415046492 0.0302938503483793 0.0132573246718812 0.0278784499581823 0.0129032258064516 0.0457177689728741 0.0523354703650399 0 0.0526939797128178
"spirit" 0.019466614755694 0.0227531285551763 0.0184774575018477 0 0.0535140920442383 0.032478077297824 0.0183150183150183 0.0515729757607014 0.0372786579683131 0 0 0.0757346258709482 0 0.0139392249790912 0 0.0457177689728741 0 0.0623130608175474 0.0263469898564089
"strength" 0.019466614755694 0.0227531285551763 0.0369549150036955 0 0.0356760613628255 0 0.0366300366300366 0.0515729757607014 0.0186393289841566 0 0 0.0454407755225689 0.0132573246718812 0.0418176749372735 0.0129032258064516 0.0304785126485827 0.01308386759126 0.0498504486540379 0.0263469898564089
"very" 0.038933229511388 0.0455062571103527 0.0369549150036955 0.0190005700171005 0.0178380306814128 0 0.0549450549450549 0 0.0186393289841566 0.0226090888537192 0.0169061707523246 0.0302938503483793 0 0.083635349874547 0.0129032258064516 0.0152392563242914 0.01308386759126 0.0249252243270189 0.0263469898564089
"begin" 0 0.0455062571103527 0.0184774575018477 0.038001140034201 0.0356760613628255 0 0.0183150183150183 0.0171909919202338 0 0.0226090888537192 0 0 0.0265146493437624 0.0418176749372735 0 0.0914355379457482 0.0392516027737799 0.0498504486540379 0
"coming" 0.038933229511388 0.0227531285551763 0 0 0.0535140920442383 0.0649561545956479 0 0.085954959601169 0.0186393289841566 0 0 0.0454407755225689 0.0132573246718812 0.0139392249790912 0 0.0152392563242914 0.0392516027737799 0.0124626121635095 0.0526939797128178
"enemy" 0.019466614755694 0 0.0554323725055432 0 0.142704245451302 0.0649561545956479 0.0549450549450549 0.120336943441637 0.0745573159366263 0 0 0 0 0 0 0 0 0 0
"expansion" 0.019466614755694 0.0227531285551763 0 0 0 0 0 0 0.0186393289841566 0.0226090888537192 0 0 0.0132573246718812 0.0139392249790912 0.0387096774193548 0.0304785126485827 0.0654193379562999 0.0997008973080758 0.0526939797128178
"far" 0 0.068259385665529 0 0.0570017100513015 0.0178380306814128 0.032478077297824 0 0.0343819838404676 0.0559179869524697 0.0226090888537192 0 0.0302938503483793 0.0132573246718812 0.0278784499581823 0.0387096774193548 0.0304785126485827 0.01308386759126 0.0124626121635095 0.0263469898564089
"focus" 0.058399844267082 0 0.0554323725055432 0.0570017100513015 0 0 0.0549450549450549 0 0 0 0.0169061707523246 0.0454407755225689 0.0265146493437624 0.0418176749372735 0.0129032258064516 0 0.01308386759126 0.0249252243270189 0.0395204847846134
"fund" 0.019466614755694 0.159271899886234 0.0184774575018477 0 0.0178380306814128 0 0.0183150183150183 0.0515729757607014 0.0186393289841566 0.0226090888537192 0.0338123415046492 0.0151469251741896 0.0265146493437624 0 0.0129032258064516 0.0152392563242914 0.02616773518252 0.0249252243270189 0.0131734949282045
"join" 0.019466614755694 0.068259385665529 0.0554323725055432 0.0190005700171005 0.0356760613628255 0.032478077297824 0.0549450549450549 0.0171909919202338 0.0372786579683131 0 0 0.0151469251741896 0.0132573246718812 0.0278784499581823 0.0129032258064516 0.0152392563242914 0.02616773518252 0 0.0395204847846134
"lot" 0.019466614755694 0.068259385665529 0 0 0.0356760613628255 0 0 0 0 0.0452181777074384 0.0169061707523246 0.136322326567707 0.0265146493437624 0.0278784499581823 0.0258064516129032 0 0.02616773518252 0.0124626121635095 0.0131734949282045
"m" 0.019466614755694 0.0227531285551763 0.0184774575018477 0.0190005700171005 0.0178380306814128 0.032478077297824 0.0183150183150183 0.0171909919202338 0.0186393289841566 0.0226090888537192 0.084530853761623 0.0151469251741896 0.0132573246718812 0.0139392249790912 0.0258064516129032 0.0304785126485827 0.02616773518252 0.0124626121635095 0.0395204847846134
"offer" 0.019466614755694 0.068259385665529 0.0184774575018477 0 0 0 0.0183150183150183 0.0171909919202338 0.0372786579683131 0.0678272665611576 0.101437024513948 0 0.0265146493437624 0.0139392249790912 0.0258064516129032 0 0.01308386759126 0 0.0526939797128178
"race" 0 0 0 0.0190005700171005 0 0 0 0 0 0.0678272665611576 0 0.0151469251741896 0.0530292986875249 0.0139392249790912 0.0129032258064516 0 0.1308386759126 0.0124626121635095 0.0790409695692267
"rest" 0 0.0227531285551763 0 0.038001140034201 0 0.0649561545956479 0 0.0515729757607014 0 0 0.0507185122569738 0.0302938503483793 0.0397719740156436 0.0139392249790912 0.0387096774193548 0.0152392563242914 0.02616773518252 0.0249252243270189 0.0395204847846134
"spend" 0 0.0910125142207053 0.0184774575018477 0 0.0178380306814128 0 0.0183150183150183 0 0.0186393289841566 0.0226090888537192 0.0338123415046492 0.0151469251741896 0.0265146493437624 0.0418176749372735 0.0258064516129032 0.0761962816214569 0.01308386759126 0.0249252243270189 0.0131734949282045
"taxation" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0 0 0.113045444268596 0.0169061707523246 0.0151469251741896 0.0265146493437624 0.0139392249790912 0.0387096774193548 0.0304785126485827 0.0392516027737799 0.0747756729810568 0.0263469898564089
"th" 0.038933229511388 0 0.0923872875092387 0.0950028500855026 0.0356760613628255 0.0974342318934719 0.0366300366300366 0.0171909919202338 0.0372786579683131 0 0 0 0 0.0278784499581823 0 0 0.02616773518252 0 0.0263469898564089
"think" 0 0.0227531285551763 0.0184774575018477 0 0 0 0.0183150183150183 0.0343819838404676 0 0.0226090888537192 0.0169061707523246 0.0757346258709482 0 0.0278784499581823 0.0258064516129032 0.0457177689728741 0.0654193379562999 0.0249252243270189 0.0263469898564089
"wage" 0 0 0 0 0 0 0 0 0 0 0 0.0757346258709482 0.119315922046931 0.0557568999163646 0.0129032258064516 0 0 0.0249252243270189 0.0922144644974312
"within" 0.019466614755694 0 0.0184774575018477 0 0.0713521227256511 0 0.0183150183150183 0.0171909919202338 0.0372786579683131 0.0226090888537192 0.0169061707523246 0.0454407755225689 0.0132573246718812 0 0.0258064516129032 0 0.0785032055475599 0.0249252243270189 0.0263469898564089
"won^t" 0 0.0227531285551763 0 0 0.0178380306814128 0 0 0 0 0.0226090888537192 0.0507185122569738 0.0605877006967586 0.0265146493437624 0.0418176749372735 0.0129032258064516 0.0457177689728741 0.0392516027737799 0.0249252243270189 0.0526939797128178
"armed" 0 0.0227531285551763 0.0369549150036955 0 0.0356760613628255 0.032478077297824 0.0366300366300366 0.0171909919202338 0 0 0 0.0151469251741896 0.0265146493437624 0 0.0387096774193548 0.0304785126485827 0.0523354703650399 0.0373878364905284 0.0395204847846134
"china" 0 0 0.0184774575018477 0 0.0178380306814128 0 0.0183150183150183 0.0171909919202338 0.0186393289841566 0.0452181777074384 0 0.0151469251741896 0.0132573246718812 0.0557568999163646 0.0516129032258065 0.0152392563242914 0.0785032055475599 0.0124626121635095 0.0263469898564089
"decisions" 0.019466614755694 0.0455062571103527 0.0184774575018477 0.038001140034201 0.0356760613628255 0 0.0183150183150183 0.0687639676809352 0.0372786579683131 0 0 0.0454407755225689 0.0265146493437624 0.0139392249790912 0 0.0457177689728741 0 0.0373878364905284 0
"generations" 0.0778664590227759 0 0.0369549150036955 0 0.0178380306814128 0 0.0366300366300366 0.0171909919202338 0 0 0.0169061707523246 0.0454407755225689 0.0397719740156436 0.0278784499581823 0.0129032258064516 0.0304785126485827 0.02616773518252 0.0124626121635095 0.0263469898564089
"improve" 0.019466614755694 0.068259385665529 0.0369549150036955 0.0190005700171005 0 0.032478077297824 0.0366300366300366 0.0343819838404676 0.0372786579683131 0.0452181777074384 0.0338123415046492 0.0302938503483793 0.0265146493437624 0 0 0.0152392563242914 0.02616773518252 0.0124626121635095 0.0131734949282045
"infrastructure" 0 0 0 0 0.0178380306814128 0 0 0 0 0.0226090888537192 0 0.0151469251741896 0.0530292986875249 0.083635349874547 0.0516129032258065 0.0152392563242914 0.0523354703650399 0.0249252243270189 0.0395204847846134
"initiative" 0.038933229511388 0.0455062571103527 0.0554323725055432 0.0190005700171005 0 0 0.0549450549450549 0.0343819838404676 0.0745573159366263 0.0226090888537192 0.0169061707523246 0 0.0132573246718812 0.0139392249790912 0 0 0.02616773518252 0.0373878364905284 0.0131734949282045
"investment" 0.019466614755694 0.0227531285551763 0.0184774575018477 0 0 0 0.0183150183150183 0.0343819838404676 0 0.0226090888537192 0 0.0151469251741896 0.0265146493437624 0 0.0129032258064516 0.0609570252971655 0.0392516027737799 0.0997008973080758 0.0131734949282045
"medicaid" 0 0 0 0 0.0356760613628255 0 0 0.0171909919202338 0.0372786579683131 0.0678272665611576 0.118343195266272 0.0151469251741896 0.0132573246718812 0.0139392249790912 0.0129032258064516 0.0152392563242914 0.02616773518252 0.0373878364905284 0.0263469898564089
"mr" 0.019466614755694 0.068259385665529 0.0184774575018477 0.0190005700171005 0 0.0649561545956479 0.0183150183150183 0 0.0186393289841566 0.0452181777074384 0 0.0454407755225689 0.0265146493437624 0.0418176749372735 0.0258064516129032 0.0152392563242914 0.02616773518252 0 0.0263469898564089
"person" 0.058399844267082 0.0227531285551763 0.0923872875092387 0 0.0178380306814128 0.0649561545956479 0.0915750915750916 0 0 0 0.0169061707523246 0.0302938503483793 0.0132573246718812 0 0.0387096774193548 0 0.02616773518252 0.0124626121635095 0
"places" 0.019466614755694 0.0227531285551763 0.0369549150036955 0 0.0356760613628255 0.032478077297824 0.0366300366300366 0 0.0372786579683131 0.0452181777074384 0.0169061707523246 0.0151469251741896 0.0265146493437624 0 0.0387096774193548 0.0304785126485827 0.02616773518252 0.0249252243270189 0.0131734949282045
"political" 0.038933229511388 0.0227531285551763 0.0184774575018477 0 0.0356760613628255 0 0.0183150183150183 0.0171909919202338 0.0372786579683131 0.0678272665611576 0.0169061707523246 0.0757346258709482 0.0132573246718812 0.0139392249790912 0 0 0.01308386759126 0.0498504486540379 0.0131734949282045
"problems" 0.038933229511388 0.068259385665529 0.0554323725055432 0 0.0178380306814128 0 0.0549450549450549 0 0.0186393289841566 0.0452181777074384 0 0.0151469251741896 0 0 0 0.0609570252971655 0.01308386759126 0.0747756729810568 0
"proposed" 0 0 0 0 0.0178380306814128 0 0 0.0171909919202338 0 0.0226090888537192 0.084530853761623 0 0.0265146493437624 0 0.0129032258064516 0 0.0392516027737799 0.162013958125623 0
"rate" 0.019466614755694 0.159271899886234 0 0 0 0 0 0.0171909919202338 0 0.0226090888537192 0.0169061707523246 0.0454407755225689 0.0132573246718812 0.0696961248954558 0.0258064516129032 0 0.02616773518252 0.0124626121635095 0.0263469898564089
"responsible" 0.058399844267082 0.113765642775882 0 0.038001140034201 0 0.032478077297824 0 0 0.0372786579683131 0.0226090888537192 0.0169061707523246 0.0151469251741896 0.0397719740156436 0 0.0516129032258065 0.0304785126485827 0.01308386759126 0 0.0131734949282045
"second" 0.019466614755694 0.0227531285551763 0.0184774575018477 0.0190005700171005 0.0713521227256511 0 0.0183150183150183 0 0.0372786579683131 0 0.0338123415046492 0.0454407755225689 0.0132573246718812 0.0418176749372735 0.0258064516129032 0.0152392563242914 0 0.0498504486540379 0
"society" 0.0973330737784699 0.0227531285551763 0.0554323725055432 0.038001140034201 0 0 0.0549450549450549 0 0.149114631873253 0 0.0169061707523246 0.0302938503483793 0 0 0 0 0.01308386759126 0 0.0131734949282045
"top" 0.038933229511388 0.068259385665529 0 0.0190005700171005 0 0 0 0.0171909919202338 0 0.0226090888537192 0 0.0151469251741896 0.0397719740156436 0.0139392249790912 0.0516129032258065 0 0.0523354703650399 0.0249252243270189 0.0526939797128178
"understand" 0.038933229511388 0 0 0.038001140034201 0.0356760613628255 0.032478077297824 0 0.0171909919202338 0.0186393289841566 0.0226090888537192 0.0338123415046492 0.0302938503483793 0.0132573246718812 0.0557568999163646 0.0258064516129032 0.0457177689728741 0 0.0249252243270189 0.0131734949282045
"achieve" 0.038933229511388 0 0.0184774575018477 0 0.0713521227256511 0 0.0183150183150183 0.0343819838404676 0.0372786579683131 0 0.0169061707523246 0.0302938503483793 0.0397719740156436 0.0278784499581823 0.0258064516129032 0.0152392563242914 0 0 0.0395204847846134
"asking" 0 0.0227531285551763 0.0184774575018477 0.0190005700171005 0 0.129912309191296 0.0183150183150183 0 0 0.0452181777074384 0 0 0.0397719740156436 0.0696961248954558 0.0258064516129032 0.0152392563242914 0.02616773518252 0.0249252243270189 0.0131734949282045
"capitol" 0.038933229511388 0.068259385665529 0.0184774575018477 0.0190005700171005 0.0356760613628255 0.0649561545956479 0 0.0171909919202338 0.0372786579683131 0.0226090888537192 0.0169061707523246 0.0151469251741896 0.0132573246718812 0.0418176749372735 0.0129032258064516 0.0152392563242914 0.01308386759126 0.0124626121635095 0.0131734949282045
"drugs" 0 0.0227531285551763 0.147819660014782 0.0950028500855026 0.0178380306814128 0 0.146520146520147 0 0 0 0.0169061707523246 0 0.0132573246718812 0 0 0 0.01308386759126 0 0
"elections" 0.038933229511388 0 0 0.038001140034201 0.0535140920442383 0 0 0.0171909919202338 0.0559179869524697 0.0452181777074384 0 0.0454407755225689 0.0530292986875249 0.0139392249790912 0 0 0 0.0498504486540379 0.0131734949282045
"encourage" 0.038933229511388 0.0455062571103527 0.0369549150036955 0.038001140034201 0.0178380306814128 0 0.0366300366300366 0 0.0745573159366263 0 0.0338123415046492 0 0.0530292986875249 0.0139392249790912 0.0129032258064516 0.0152392563242914 0 0.0249252243270189 0
"fighting" 0.038933229511388 0 0.0184774575018477 0.0190005700171005 0 0 0.0183150183150183 0.13752793536187 0.0745573159366263 0 0 0.0454407755225689 0.0132573246718812 0.0139392249790912 0.0129032258064516 0.0152392563242914 0.01308386759126 0.0124626121635095 0
"force" 0.0778664590227759 0.0227531285551763 0.0184774575018477 0 0.0356760613628255 0 0.0183150183150183 0.0343819838404676 0.0186393289841566 0 0 0.0302938503483793 0 0.0278784499581823 0.0129032258064516 0.0609570252971655 0 0.0249252243270189 0.0395204847846134
"former" 0.058399844267082 0 0.0369549150036955 0.038001140034201 0.0178380306814128 0 0.0366300366300366 0.0343819838404676 0 0 0.0676246830092984 0.0151469251741896 0.0530292986875249 0.0139392249790912 0.0258064516129032 0 0.01308386759126 0 0.0131734949282045
"investments" 0.019466614755694 0.0227531285551763 0 0 0 0 0 0 0 0.0226090888537192 0 0 0.0662866233594061 0.0139392249790912 0.0645161290322581 0.0152392563242914 0.0523354703650399 0.0747756729810568 0.0131734949282045
"respect" 0.038933229511388 0.0455062571103527 0.0184774575018477 0.0570017100513015 0.0356760613628255 0.032478077297824 0.0183150183150183 0.0171909919202338 0.0745573159366263 0 0 0.0302938503483793 0.0265146493437624 0.0278784499581823 0 0 0.02616773518252 0.0124626121635095 0
"rising" 0.019466614755694 0.0227531285551763 0.0184774575018477 0.0760022800684021 0.0178380306814128 0 0.0366300366300366 0.0343819838404676 0.0559179869524697 0.0226090888537192 0.0169061707523246 0.0151469251741896 0.0397719740156436 0.0278784499581823 0.0129032258064516 0 0.01308386759126 0 0.0131734949282045
"sense" 0 0 0.0184774575018477 0.038001140034201 0.0178380306814128 0 0.0183150183150183 0 0.0186393289841566 0 0.0338123415046492 0 0 0.0557568999163646 0.0774193548387097 0.0609570252971655 0.02616773518252 0.0124626121635095 0.0131734949282045
"serious" 0.019466614755694 0.0455062571103527 0.0184774575018477 0.038001140034201 0.0356760613628255 0 0.0183150183150183 0 0.0372786579683131 0 0.0338123415046492 0.0454407755225689 0 0 0.0129032258064516 0.0304785126485827 0 0.0623130608175474 0.0263469898564089
"something" 0.019466614755694 0 0 0 0.0178380306814128 0 0 0.0343819838404676 0 0.0226090888537192 0.0507185122569738 0.0605877006967586 0.0265146493437624 0.0696961248954558 0.0129032258064516 0.0304785126485827 0.0392516027737799 0.0124626121635095 0
"treatment" 0.019466614755694 0 0.0923872875092387 0.038001140034201 0 0.032478077297824 0.0915750915750916 0.0171909919202338 0 0 0.0338123415046492 0.0454407755225689 0.0265146493437624 0.0139392249790912 0 0.0152392563242914 0.01308386759126 0.0124626121635095 0
"until" 0.0778664590227759 0 0.0184774575018477 0 0.0178380306814128 0.0649561545956479 0.0183150183150183 0.0515729757607014 0.0372786579683131 0 0.0507185122569738 0.0302938503483793 0.0132573246718812 0.0139392249790912 0.0129032258064516 0 0.01308386759126 0.0373878364905284 0
"whether" 0 0.0455062571103527 0 0 0.0178380306814128 0.032478077297824 0 0 0 0.0904363554148768 0.0169061707523246 0.0605877006967586 0.0132573246718812 0.0278784499581823 0.0129032258064516 0.0152392563242914 0.0785032055475599 0.0124626121635095 0.0131734949282045
"words" 0 0.0227531285551763 0.0369549150036955 0.0190005700171005 0.0356760613628255 0.032478077297824 0.0366300366300366 0.0343819838404676 0.0186393289841566 0.0226090888537192 0.0169061707523246 0.0605877006967586 0.0132573246718812 0 0 0.0609570252971655 0.01308386759126 0 0.0263469898564089
"additional" 0.019466614755694 0.136518771331058 0.0369549150036955 0.038001140034201 0.0356760613628255 0.032478077297824 0.0366300366300366 0.0343819838404676 0.0186393289841566 0.0452181777074384 0.0338123415046492 0 0.0265146493437624 0 0 0 0 0 0
"afghan" 0 0 0 0.0190005700171005 0.0178380306814128 0 0 0.0343819838404676 0 0 0 0 0.0530292986875249 0.0139392249790912 0.0258064516129032 0 0.0915870731388198 0.0249252243270189 0.0658674746410223
"alone" 0.019466614755694 0.068259385665529 0.0184774575018477 0.0190005700171005 0.0356760613628255 0 0.0183150183150183 0 0.0745573159366263 0 0 0.0454407755225689 0.0265146493437624 0.0139392249790912 0 0.0152392563242914 0.02616773518252 0.0124626121635095 0.0263469898564089
"asked" 0 0.0910125142207053 0 0 0.0356760613628255 0 0 0.085954959601169 0 0.0226090888537192 0.0338123415046492 0 0.0132573246718812 0 0.0129032258064516 0.0609570252971655 0 0.0249252243270189 0.0395204847846134
"assistance" 0.019466614755694 0 0.0184774575018477 0 0 0.032478077297824 0.0183150183150183 0.0515729757607014 0.0186393289841566 0.0226090888537192 0 0.0302938503483793 0.0397719740156436 0.0139392249790912 0.0258064516129032 0.0304785126485827 0.02616773518252 0.0373878364905284 0.0131734949282045
"coalition" 0.058399844267082 0 0.0554323725055432 0.0570017100513015 0.0178380306814128 0 0.0549450549450549 0.0343819838404676 0.0372786579683131 0 0.0169061707523246 0.0302938503483793 0.0265146493437624 0.0278784499581823 0 0 0 0 0.0131734949282045
"commerce" 0 0.0227531285551763 0 0 0 0 0 0 0.0186393289841566 0.0226090888537192 0 0.0302938503483793 0.0132573246718812 0.0278784499581823 0.0645161290322581 0.0609570252971655 0.02616773518252 0.0498504486540379 0.0263469898564089
"confront" 0.019466614755694 0.068259385665529 0.0554323725055432 0.0570017100513015 0.0356760613628255 0 0.0549450549450549 0.0343819838404676 0.0745573159366263 0 0 0 0 0 0 0.0457177689728741 0.01308386759126 0 0
"difficult" 0 0.0227531285551763 0 0.038001140034201 0.0178380306814128 0 0 0.0515729757607014 0.0186393289841566 0.0226090888537192 0.0338123415046492 0.0151469251741896 0 0 0 0.0609570252971655 0.01308386759126 0.0747756729810568 0.0263469898564089
"doctors" 0.019466614755694 0.0227531285551763 0.0554323725055432 0.0190005700171005 0.0356760613628255 0 0.0549450549450549 0.0171909919202338 0.0186393289841566 0 0.101437024513948 0.0151469251741896 0 0.0139392249790912 0 0.0304785126485827 0.01308386759126 0.0124626121635095 0
"earth" 0 0 0.0184774575018477 0 0.0178380306814128 0 0.0183150183150183 0.0343819838404676 0.0186393289841566 0.0452181777074384 0.0169061707523246 0.0302938503483793 0.0265146493437624 0.0278784499581823 0.0258064516129032 0.0152392563242914 0.0523354703650399 0 0.0395204847846134
"everybody" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0 0 0.0226090888537192 0.084530853761623 0.0908815510451378 0.0397719740156436 0.0418176749372735 0.0258064516129032 0 0 0.0124626121635095 0.0263469898564089
"expand" 0.038933229511388 0 0.0369549150036955 0.038001140034201 0.0356760613628255 0.032478077297824 0.0366300366300366 0.0171909919202338 0.0186393289841566 0 0 0.0151469251741896 0.0265146493437624 0 0.0258064516129032 0.0304785126485827 0 0.0249252243270189 0.0395204847846134
"joint" 0.019466614755694 0.0227531285551763 0.0184774575018477 0.0190005700171005 0.0178380306814128 0.032478077297824 0 0.0171909919202338 0.0186393289841566 0.0678272665611576 0.0507185122569738 0.0302938503483793 0.0132573246718812 0.0139392249790912 0.0129032258064516 0.0457177689728741 0.01308386759126 0.0124626121635095 0.0131734949282045
"known" 0.019466614755694 0 0.0184774575018477 0.0570017100513015 0.0178380306814128 0.16239038648912 0.0183150183150183 0 0 0 0.0169061707523246 0 0.0265146493437624 0.0139392249790912 0.0129032258064516 0.0152392563242914 0.0392516027737799 0.0373878364905284 0.0131734949282045
"longer" 0.058399844267082 0.0227531285551763 0.0184774575018477 0 0 0.032478077297824 0.0183150183150183 0 0.0372786579683131 0 0.0338123415046492 0.0151469251741896 0 0.0139392249790912 0.0387096774193548 0.0609570252971655 0.01308386759126 0.0373878364905284 0.0131734949282045
"promote" 0.058399844267082 0.136518771331058 0.0369549150036955 0.0190005700171005 0 0.032478077297824 0.0366300366300366 0.0343819838404676 0 0 0 0.0151469251741896 0.0132573246718812 0 0 0 0.01308386759126 0.0249252243270189 0.0395204847846134
